gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS16985	WP_014419052.1		DUF4181 domain-containing protein
gene-ACSAL1_RS16990	WP_209387665.1	ggt	gamma-glutamyltransferase
gene-ACSAL1_RS16995	WP_007407537.1	chrS	chromate efflux transcriptional regulator ChrS
gene-ACSAL1_RS17000	WP_021494838.1	chrB	chromate efflux transporter subunit ChrB
gene-ACSAL1_RS17005	WP_021494837.1	chrA	chromate resistance efflux protein ChrA
gene-ACSAL1_RS17010	WP_017418770.1		hypothetical protein
gene-ACSAL1_RS17015	WP_072177772.1		flavodoxin family protein
gene-ACSAL1_RS17020			LysR family transcriptional regulator
gene-ACSAL1_RS17025	WP_209387666.1		endonuclease V
gene-ACSAL1_RS17030	WP_021494834.1		SUKH-4 family immunity protein
gene-ACSAL1_RS17035	WP_209387667.1		T7SS effector LXG polymorphic toxin
gene-ACSAL1_RS17040	WP_007614257.1		YwqI/YxiC family protein
gene-ACSAL1_RS17045	WP_014419065.1		coiled-coil domain-containing protein
gene-ACSAL1_RS17050	WP_209387668.1		YwqG family protein
gene-ACSAL1_RS17055	WP_209387669.1		UDP-glucose dehydrogenase family protein
gene-ACSAL1_RS17060	WP_209387670.1		tyrosine-protein phosphatase
gene-ACSAL1_RS17065	WP_021494829.1		CpsD/CapB family tyrosine-protein kinase
gene-ACSAL1_RS17070	WP_007407552.1	tkmA	protein-tyrosine kinase activator TkmA
gene-ACSAL1_RS17075	WP_003151259.1		YwzD family small protein
gene-ACSAL1_RS17080	WP_209387671.1		SWIM zinc finger family protein
gene-ACSAL1_RS17085	WP_129093794.1		DEAD/DEAH box helicase
gene-ACSAL1_RS17090	WP_014419072.1		Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS17095	WP_003151250.1	glcR	transcriptional regulator GlcR
gene-ACSAL1_RS17100	WP_003151249.1		single-stranded DNA-binding protein
gene-ACSAL1_RS17105	WP_003151247.1		hypothetical protein
gene-ACSAL1_RS17110	WP_007407558.1		YwpF-like family protein
gene-ACSAL1_RS17115	WP_014419073.1	mscL	large conductance mechanosensitive channel protein MscL
gene-ACSAL1_RS17120	WP_003151242.1	fabZ	3-hydroxyacyl-ACP dehydratase FabZ
gene-ACSAL1_RS17125	WP_029325723.1		tetratricopeptide repeat protein
gene-ACSAL1_RS17130	WP_095271313.1		flagellar hook-basal body protein
gene-ACSAL1_RS17135	WP_007614310.1	flhO	flagellar hook-basal body complex protein FlhO
gene-ACSAL1_RS17140	WP_003151237.1	mbl	cell shape-determining protein Mbl
gene-ACSAL1_RS17145	WP_003151236.1	spoIIID	sporulation transcriptional regulator SpoIIID
gene-ACSAL1_RS17150	WP_007407562.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS17155	WP_014419077.1		MFS transporter
gene-ACSAL1_RS17160	WP_048367736.1		NCS1 family nucleobase:cation symporter-1
gene-ACSAL1_RS17165	WP_014419079.1		MFS transporter
gene-ACSAL1_RS17170	WP_012118644.1		isochorismatase family protein
gene-ACSAL1_RS17175	WP_003151223.1		ammonium transporter
gene-ACSAL1_RS17180	WP_014419080.1		P-II family nitrogen regulator
gene-ACSAL1_RS17185	WP_209387672.1	ftsW	putative lipid II flippase FtsW
gene-ACSAL1_RS17190	WP_012118646.1		undecaprenyl-diphosphatase
gene-ACSAL1_RS17195	WP_014419083.1		VanZ family protein
gene-ACSAL1_RS17200	WP_014419084.1	spoIIQ	stage II sporulation protein SpoIIQ
gene-ACSAL1_RS17205	WP_087920810.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS17210	WP_007407573.1		DUF5362 family protein
gene-ACSAL1_RS17215	WP_061861616.1		DUF5392 family protein
gene-ACSAL1_RS17220	WP_209387673.1	cls	cardiolipin synthase
gene-ACSAL1_RS17225	WP_007407576.1		DUF5362 family protein
gene-ACSAL1_RS17230	WP_007407578.1	xynA	endo-1%2C4-beta-xylanase XynA
gene-ACSAL1_RS17235	WP_014419089.1		Rrf2 family transcriptional regulator
gene-ACSAL1_RS17240	WP_209387674.1	ureC	urease subunit alpha
gene-ACSAL1_RS17245	WP_003151199.1	ureB	urease subunit beta
gene-ACSAL1_RS17250	WP_003151198.1	ureA	urease subunit gamma
gene-ACSAL1_RS17255	WP_012118653.1		CsbD family protein
gene-ACSAL1_RS17260	WP_007407583.1		hypothetical protein
gene-ACSAL1_RS17265	WP_017418744.1		response regulator aspartate phosphatase
gene-ACSAL1_RS17270	WP_014419094.1	moaA	GTP 3'%2C8-cyclase MoaA
gene-ACSAL1_RS17275	WP_017418742.1	fdhD	formate dehydrogenase accessory sulfurtransferase FdhD
gene-ACSAL1_RS17280	WP_007407587.1		hypothetical protein
gene-ACSAL1_RS17285	WP_012118657.1		VWA domain-containing protein
gene-ACSAL1_RS17290	WP_007407590.1		VWA domain-containing protein
gene-ACSAL1_RS17295	WP_209387675.1	spoIID	stage II sporulation protein D
gene-ACSAL1_RS17300	WP_029972866.1	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-ACSAL1_RS17305	WP_029972867.1		YwmB family TATA-box binding protein
gene-ACSAL1_RS17310	WP_007614366.1		DUF1146 family protein
gene-ACSAL1_RS17315	WP_209387676.1		hypothetical protein
gene-ACSAL1_RS17320	WP_003151176.1		F0F1 ATP synthase subunit epsilon
gene-ACSAL1_RS17325	WP_003151173.1	atpD	F0F1 ATP synthase subunit beta
gene-ACSAL1_RS17330	WP_003151172.1	atpG	ATP synthase F1 subunit gamma
gene-ACSAL1_RS17335	WP_017418736.1	atpA	F0F1 ATP synthase subunit alpha
gene-ACSAL1_RS17340	WP_003151169.1		F0F1 ATP synthase subunit delta
gene-ACSAL1_RS17345	WP_003151168.1	atpF	F0F1 ATP synthase subunit B
gene-ACSAL1_RS17350	WP_003151167.1	atpE	F0F1 ATP synthase subunit C
gene-ACSAL1_RS17355	WP_014419099.1	atpB	F0F1 ATP synthase subunit A
gene-ACSAL1_RS17360	WP_003151155.1	atpI	ATP synthase subunit I
gene-ACSAL1_RS17365	WP_014419100.1	upp	uracil phosphoribosyltransferase
gene-ACSAL1_RS17370	WP_014419101.1	glyA	serine hydroxymethyltransferase
gene-ACSAL1_RS17375	WP_007407598.1		TIGR01440 family protein
gene-ACSAL1_RS17380	WP_003151149.1	rpiB	ribose 5-phosphate isomerase B
gene-ACSAL1_RS17385	WP_014419102.1		low molecular weight protein arginine phosphatase
gene-ACSAL1_RS17390	WP_209387677.1		manganese efflux pump MntP
gene-ACSAL1_RS17395	WP_174747369.1		L-threonylcarbamoyladenylate synthase
gene-ACSAL1_RS17400	WP_209387678.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS17405	WP_154817744.1	spoIIR	stage II sporulation protein R
gene-ACSAL1_RS17410	WP_209387679.1		UPF0715 family protein
gene-ACSAL1_RS17415	WP_029325732.1		DUF5316 family protein
gene-ACSAL1_RS17420	WP_021494807.1	prmC	peptide chain release factor N(5)-glutamine methyltransferase
gene-ACSAL1_RS17425	WP_003151139.1	prfA	peptide chain release factor 1
gene-ACSAL1_RS17430	WP_007614387.1	gloA2	SMU1112c/YaeR family gloxylase I-like metalloprotein
gene-ACSAL1_RS17435	WP_015418422.1	racA	chromosome-anchoring protein RacA
gene-ACSAL1_RS17440	WP_007407608.1		AEC family transporter
gene-ACSAL1_RS17445	WP_007407609.1	malS	oxaloacetate-decarboxylating malate dehydrogenase
gene-ACSAL1_RS17450	WP_014419111.1		thymidine kinase
gene-ACSAL1_RS17455	WP_003151132.1	rpmE	50S ribosomal protein L31
gene-ACSAL1_RS17460	WP_003151107.1	rho	transcription termination factor Rho
gene-ACSAL1_RS17465			hypothetical protein
gene-ACSAL1_RS17470	WP_209387680.1	glpX	class II fructose-bisphosphatase
gene-ACSAL1_RS17475	WP_007407612.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-ACSAL1_RS17480	WP_003151103.1	fsa	fructose-6-phosphate aldolase
gene-ACSAL1_RS17485	WP_003151102.1		class II fructose-bisphosphate aldolase
gene-ACSAL1_RS17490	WP_012118670.1	spo0F	sporulation initiation phosphotransferase Spo0F
gene-ACSAL1_RS17495	WP_007407614.1		DUF2529 domain-containing protein
gene-ACSAL1_RS17500	WP_003151098.1	pyrG	glutamine hydrolyzing CTP synthase
gene-ACSAL1_RS17505	WP_100262056.1	rpoE	DNA-directed RNA polymerase subunit delta
gene-ACSAL1_RS17510	WP_209387681.1		(Fe-S)-binding protein
gene-ACSAL1_RS17515	WP_209387682.1	cls	cardiolipin synthase
gene-ACSAL1_RS17520	WP_209387683.1	uvsE	UV DNA damage repair endonuclease UvsE
gene-ACSAL1_RS17525	WP_003151087.1		hypothetical protein
gene-ACSAL1_RS17530	WP_029972872.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS17535	WP_209387684.1	cls	cardiolipin synthase
gene-ACSAL1_RS17540	WP_110124404.1		YitT family protein
gene-ACSAL1_RS17545	WP_209387685.1	narI	respiratory nitrate reductase subunit gamma
gene-ACSAL1_RS17550	WP_209387686.1	narJ	nitrate reductase molybdenum cofactor assembly chaperone
gene-ACSAL1_RS17555	WP_159353548.1	narH	nitrate reductase subunit beta
gene-ACSAL1_RS17560	WP_209387687.1		nitrate reductase subunit alpha
gene-ACSAL1_RS17565	WP_209387688.1		cyclic nucleotide-binding domain-containing protein
gene-ACSAL1_RS17570	WP_209387689.1		YwiC-like family protein
gene-ACSAL1_RS17575	WP_007407631.1	fnr	fumarate/nitrate reduction transcriptional regulator Fnr
gene-ACSAL1_RS17580	WP_007407632.1	narK	nitrate transporter NarK
gene-ACSAL1_RS17585	WP_014419127.1	argS	arginine--tRNA ligase
gene-ACSAL1_RS17590	WP_014419128.1		YwiB family protein
gene-ACSAL1_RS17595	WP_209387690.1		response regulator aspartate phosphatase
gene-ACSAL1_RS17600	WP_021494790.1		PhrC/PhrF family phosphatase-inhibitory pheromone
gene-ACSAL1_RS17605	WP_003151064.1		helix-turn-helix transcriptional regulator
gene-ACSAL1_RS17610	WP_007407641.1		hypothetical protein
gene-ACSAL1_RS17615	WP_007407642.1		DUF4177 domain-containing protein
gene-ACSAL1_RS17620	WP_007407643.1		hypothetical protein
gene-ACSAL1_RS17625	WP_007614439.1		stage II sporulation protein M
gene-ACSAL1_RS17630	WP_003151056.1		helix-turn-helix transcriptional regulator
gene-ACSAL1_RS17635	WP_160183093.1	speB	agmatinase
gene-ACSAL1_RS17640	WP_003151052.1	speE	spermidine synthase
gene-ACSAL1_RS17645	WP_209387691.1		transglycosylase domain-containing protein
gene-ACSAL1_RS17650	WP_209387692.1		hypothetical protein
gene-ACSAL1_RS17655	WP_007407649.1		YwhD family protein
gene-ACSAL1_RS17660	WP_003151043.1		site-2 protease family protein
gene-ACSAL1_RS17665	WP_003151042.1		2-hydroxymuconate tautomerase
gene-ACSAL1_RS17670	WP_029972881.1		MarR family transcriptional regulator
gene-ACSAL1_RS17675	WP_050496158.1		amino acid permease
gene-ACSAL1_RS17680	WP_007407653.1		YwgA family protein
gene-ACSAL1_RS17685	WP_003151035.1		HD domain-containing protein
gene-ACSAL1_RS17690	WP_003151034.1		YuzB family protein
gene-ACSAL1_RS17695	WP_012118695.1		RsfA family transcriptional regulator
gene-ACSAL1_RS17700	WP_026092292.1		PadR family transcriptional regulator
gene-ACSAL1_RS17705	WP_022553942.1		HAAS signaling domain-containing protein
gene-ACSAL1_RS17710	WP_017418700.1		ATP-binding cassette domain-containing protein
gene-ACSAL1_RS17715			ABC transporter permease subunit
gene-ACSAL1_RS17720	WP_209387693.1		hypothetical protein
gene-ACSAL1_RS17725	WP_209387694.1		hypothetical protein
gene-ACSAL1_RS17730	WP_209387695.1		DUF6895 family protein
gene-ACSAL1_RS17735	WP_003151018.1		hypothetical protein
gene-ACSAL1_RS17740	WP_209387696.1	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase
gene-ACSAL1_RS17745	WP_209387697.1	cysL	cysJI operon transcriptional regulator CysL
gene-ACSAL1_RS17750	WP_050569561.1		YeiH family protein
gene-ACSAL1_RS17755	WP_003151012.1	pta	phosphate acetyltransferase
gene-ACSAL1_RS17760	WP_003151011.1	hemQ	hydrogen peroxide-dependent heme synthase
gene-ACSAL1_RS17765	WP_209387698.1	bacG	NADPH-dependent reductase BacG
gene-ACSAL1_RS17770	WP_209387699.1	bacF	transaminase BacF
gene-ACSAL1_RS17775	WP_007407671.1	bacE	bacilysin exporter BacE
gene-ACSAL1_RS17780	WP_061860976.1	bacD	alanine--anticapsin ligase
gene-ACSAL1_RS17785	WP_014419150.1	bacC	dihydroanticapsin 7-dehydrogenase
gene-ACSAL1_RS17790	WP_003151000.1	bacB	3-((4R)-4-hydroxycyclohexa-1%2C5-dien-1-yl)-2-oxopropanoate isomerase
gene-ACSAL1_RS17795	WP_017418682.1		bacilysin biosynthesis protein BacA
gene-ACSAL1_RS17800	WP_110124410.1		MFS transporter
gene-ACSAL1_RS17805	WP_209387700.1		multidrug effflux MFS transporter
gene-ACSAL1_RS17810	WP_012118711.1		amino acid permease
gene-ACSAL1_RS17815	WP_209387701.1		M20 family metallopeptidase
gene-ACSAL1_RS17820	WP_022553947.1	pruA	L-glutamate gamma-semialdehyde dehydrogenase
gene-ACSAL1_RS17825	WP_014419156.1		Glu/Leu/Phe/Val family dehydrogenase
gene-ACSAL1_RS17830	WP_209387702.1		sensor histidine kinase
gene-ACSAL1_RS17835	WP_014419158.1		response regulator transcription factor
gene-ACSAL1_RS17840	WP_021494767.1		DUF4097 family beta strand repeat-containing protein
gene-ACSAL1_RS17845	WP_209387703.1		ABC transporter permease
gene-ACSAL1_RS17850	WP_025649399.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS17855	WP_021494765.1		dTDP-4-dehydrorhamnose 3%2C5-epimerase family protein
gene-ACSAL1_RS17860	WP_209387704.1	rfbD	dTDP-4-dehydrorhamnose reductase
gene-ACSAL1_RS17865	WP_021494763.1	rfbB	dTDP-glucose 4%2C6-dehydratase
gene-ACSAL1_RS17870	WP_029972897.1		sugar phosphate nucleotidyltransferase
gene-ACSAL1_RS17875	WP_209387705.1		PseG/SpsG family protein
gene-ACSAL1_RS17880	WP_199449056.1		cytidylyltransferase domain-containing protein
gene-ACSAL1_RS17885	WP_061860988.1		N-acetylneuraminate synthase family protein
gene-ACSAL1_RS17890	WP_017418668.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS17895	WP_104842929.1		DegT/DnrJ/EryC1/StrS family aminotransferase
gene-ACSAL1_RS17900	WP_209387706.1		capsular polysaccharide export protein%2C LipB/KpsS family
gene-ACSAL1_RS17905	WP_014419170.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS17910	WP_014419171.1	gerQ	spore coat protein GerQ
gene-ACSAL1_RS17915	WP_003150969.1		DUF423 domain-containing protein
gene-ACSAL1_RS17920	WP_053285328.1		purine/pyrimidine permease
gene-ACSAL1_RS17925	WP_160183220.1		YwdI family protein
gene-ACSAL1_RS17930	WP_209387707.1		uracil-DNA glycosylase
gene-ACSAL1_RS17935	WP_007407698.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS17940	WP_209387708.1		hypothetical protein
gene-ACSAL1_RS17945	WP_021494753.1		permease prefix domain 1-containing protein
gene-ACSAL1_RS17950	WP_003150960.1		PadR family transcriptional regulator
gene-ACSAL1_RS17955	WP_021494752.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
gene-ACSAL1_RS17960	WP_042635591.1		hypothetical protein
gene-ACSAL1_RS17965	WP_209387709.1		sucrose-6-phosphate hydrolase
gene-ACSAL1_RS17970	WP_014419178.1		sucrose-specific PTS transporter subunit IIBC
gene-ACSAL1_RS17975	WP_014419179.1		PRD domain-containing protein
gene-ACSAL1_RS17980	WP_089072470.1		hypothetical protein
gene-ACSAL1_RS17985	WP_115941165.1		S8 family peptidase
gene-ACSAL1_RS17990	WP_202331865.1		LLM class flavin-dependent oxidoreductase
gene-ACSAL1_RS17995	WP_007407708.1	nfsA	oxygen-insensitive NADPH nitroreductase
gene-ACSAL1_RS18000	WP_209387710.1		FtsW/RodA/SpoVE family cell cycle protein
gene-ACSAL1_RS18005	WP_209387711.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS18010	WP_007614574.1	ywcE	spore morphogenesis/germination protein YwcE
gene-ACSAL1_RS18015	WP_014419185.1	qoxD	cytochrome aa3 quinol oxidase subunit IV
gene-ACSAL1_RS18020	WP_003150930.1	qoxC	cytochrome aa3 quinol oxidase subunit III
gene-ACSAL1_RS18025	WP_014419186.1	qoxB	cytochrome aa3 quinol oxidase subunit I
gene-ACSAL1_RS18030	WP_012118744.1	qoxA	cytochrome aa3 quinol oxidase subunit II
gene-ACSAL1_RS18035	WP_014419187.1		GlsB/YeaQ/YmgE family stress response membrane protein
gene-ACSAL1_RS18040	WP_209387712.1	galT	UDP-glucose--hexose-1-phosphate uridylyltransferase
gene-ACSAL1_RS18045	WP_209387713.1		galactokinase
gene-ACSAL1_RS18050	WP_025649414.1		GtrA family protein
gene-ACSAL1_RS18055	WP_014419191.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS18060	WP_003150917.1		anti-repressor SinI family protein
gene-ACSAL1_RS18065	WP_014419192.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS18070	WP_017418646.1		glycosyltransferase family protein
gene-ACSAL1_RS18075	WP_209387714.1		DsbA family oxidoreductase
gene-ACSAL1_RS18080	WP_209387715.1	efeB	iron uptake transporter deferrochelatase/peroxidase subunit
gene-ACSAL1_RS18085			Efem/EfeO family lipoprotein
gene-ACSAL1_RS18090	WP_021494737.1	thiE	thiamine phosphate synthase
gene-ACSAL1_RS18095	WP_003150909.1	thiM	hydroxyethylthiazole kinase
gene-ACSAL1_RS18100	WP_003150908.1	cidR	cidABC operon transcriptional activator CidR
gene-ACSAL1_RS18105	WP_007407725.1		CidA/LrgA family holin-like protein
gene-ACSAL1_RS18110	WP_007407726.1		CidB/LrgB family autolysis modulator
gene-ACSAL1_RS18115	WP_003150901.1		YwbE family protein
gene-ACSAL1_RS18120	WP_014419199.1		MerR family transcriptional regulator
gene-ACSAL1_RS18125	WP_209387716.1		DUF2268 domain-containing putative Zn-dependent protease
gene-ACSAL1_RS18130	WP_209387717.1		class I SAM-dependent rRNA methyltransferase
gene-ACSAL1_RS18135	WP_014419203.1	glxA	glyoxalase GlxA
gene-ACSAL1_RS18140	WP_007407728.1	celB	PTS cellobiose transporter subunit IIC
gene-ACSAL1_RS18145	WP_209387718.1		S8 family peptidase
gene-ACSAL1_RS18150	WP_106067793.1		glycosyltransferase family 8 protein
gene-ACSAL1_RS18155	WP_209387719.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS18160	WP_209387720.1	tyrS	tyrosine--tRNA ligase
gene-ACSAL1_RS18165	WP_007407732.1	ywaC	GTP pyrophosphokinase YwaC
gene-ACSAL1_RS18170	WP_014419209.1		1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
gene-ACSAL1_RS18175	WP_003150882.1		teichoic acid D-Ala incorporation-associated protein DltX
gene-ACSAL1_RS18180	WP_209387721.1	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA
gene-ACSAL1_RS18185	WP_012118762.1	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB
gene-ACSAL1_RS18190	WP_003150875.1	dltC	D-alanine--poly(phosphoribitol) ligase subunit 2
gene-ACSAL1_RS18195	WP_209387722.1	dltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD
gene-ACSAL1_RS18200	WP_209388366.1		branched-chain amino acid aminotransferase
gene-ACSAL1_RS18205	WP_014419213.1	licH	6-phospho-beta-glucosidase LicH
gene-ACSAL1_RS18210	WP_003150867.1	licA	PTS lichenan transporter subunit IIA
gene-ACSAL1_RS18215	WP_209387723.1	celB	PTS cellobiose transporter subunit IIC
gene-ACSAL1_RS18220	WP_003150863.1	licB	PTS lichenan transporter subunit IIB
gene-ACSAL1_RS18225	WP_038461685.1	licR	transcriptional regulator LicR
gene-ACSAL1_RS18230	WP_369719122.1		hypothetical protein
gene-ACSAL1_RS18235	WP_014419216.1		DNA-3-methyladenine glycosylase
gene-ACSAL1_RS18240	WP_245207621.1		FecCD family ABC transporter permease
gene-ACSAL1_RS18245	WP_209387725.1		FecCD family ABC transporter permease
gene-ACSAL1_RS18250	WP_095271094.1		ABC transporter substrate-binding protein
gene-ACSAL1_RS18255	WP_209387726.1		ArsR/SmtB family transcription factor
gene-ACSAL1_RS18260	WP_202735176.1		arsenic transporter
gene-ACSAL1_RS18265	WP_007614670.1		PTS sugar transporter subunit IIB
gene-ACSAL1_RS18270	WP_209387727.1		PTS lactose/cellobiose transporter subunit IIA
gene-ACSAL1_RS18275	WP_209387728.1	celB	PTS cellobiose transporter subunit IIC
gene-ACSAL1_RS18280	WP_209387729.1		glycoside hydrolase family 1 protein
gene-ACSAL1_RS18285	WP_209387730.1		ROK family protein
gene-ACSAL1_RS18290	WP_209387731.1	manA	mannose-6-phosphate isomerase%2C class I
gene-ACSAL1_RS18295	WP_209387732.1		glycosyl hydrolase
gene-ACSAL1_RS18300	WP_022553975.1	katX	catalase KatX
gene-ACSAL1_RS18305	WP_014419228.1		choloylglycine hydrolase family protein
gene-ACSAL1_RS18310	WP_014419229.1		purine-cytosine permease family protein
gene-ACSAL1_RS18315	WP_209387733.1		NAD(P)H-hydrate dehydratase
gene-ACSAL1_RS18320	WP_209387734.1	cydC	thiol reductant ABC exporter subunit CydC
gene-ACSAL1_RS18325	WP_209387735.1	cydD	thiol reductant ABC exporter subunit CydD
gene-ACSAL1_RS18330	WP_014722010.1	cydB	cytochrome d ubiquinol oxidase subunit II
gene-ACSAL1_RS18335	WP_007614697.1		cytochrome ubiquinol oxidase subunit I
gene-ACSAL1_RS18340	WP_012118784.1	cimH	citrate/malate transporter CimH
gene-ACSAL1_RS18345	WP_007407765.1		polysaccharide deacetylase family protein
gene-ACSAL1_RS18350	WP_014419235.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS18355	WP_209387736.1		PucR family transcriptional regulator
gene-ACSAL1_RS18360	WP_003150818.1		YitT family protein
gene-ACSAL1_RS18365	WP_123282873.1		DUF4352 domain-containing protein
gene-ACSAL1_RS18370	WP_014419237.1	galE	UDP-glucose 4-epimerase GalE
gene-ACSAL1_RS18375	WP_014419238.1	pepT	peptidase T
