gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS18825	WP_020453127.1	tuaE	teichuronic acid biosynthesis protein TuaE
gene-ACZ0AN_RS18830	WP_020453128.1		NAD-dependent epimerase/dehydratase family protein
gene-ACZ0AN_RS18835	WP_095292153.1	tuaD	UDP-glucose 6-dehydrogenase TuaD
gene-ACZ0AN_RS18840	WP_197407083.1	tuaC	teichuronic acid biosynthesis protein TuaC
gene-ACZ0AN_RS18845	WP_020453131.1	tuaB	teichuronic acid biosynthesis protein TuaB
gene-ACZ0AN_RS18850	WP_020453132.1		sugar transferase
gene-ACZ0AN_RS18855	WP_026580183.1		N-acetylmuramoyl-L-alanine amidase
gene-ACZ0AN_RS18860	WP_095292056.1		SpoIID/LytB domain-containing protein
gene-ACZ0AN_RS18865	WP_026580185.1		hypothetical protein
gene-ACZ0AN_RS18870	WP_026580186.1	tagU	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
gene-ACZ0AN_RS18875	WP_026580187.1	wecB	non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase
gene-ACZ0AN_RS18880	WP_026580188.1	galU	UTP--glucose-1-phosphate uridylyltransferase GalU
gene-ACZ0AN_RS18885	WP_026580189.1		bifunctional glycosyltransferase/CDP-glycerol:glycerophosphate glycerophosphotransferase
gene-ACZ0AN_RS18890	WP_026580190.1		glycosyltransferase family 2 protein
gene-ACZ0AN_RS18895	WP_257007265.1		hypothetical protein
gene-ACZ0AN_RS18900	WP_245117679.1		CDP-glycerol glycerophosphotransferase family protein
gene-ACZ0AN_RS18905			nucleotidyl transferase family protein
gene-ACZ0AN_RS18910			sugar phosphate nucleotidyltransferase
gene-ACZ0AN_RS18915	WP_035337813.1	tagH	teichoic acids export ABC transporter ATP-binding subunit TagH
gene-ACZ0AN_RS18920	WP_026580192.1		ABC transporter permease
gene-ACZ0AN_RS18925	WP_463315587.1		hypothetical protein
gene-ACZ0AN_RS18930	WP_026580194.1		CDP-glycerol glycerophosphotransferase family protein
gene-ACZ0AN_RS18935	WP_026580195.1	tagD	glycerol-3-phosphate cytidylyltransferase
gene-ACZ0AN_RS18940	WP_026580196.1		WecB/TagA/CpsF family glycosyltransferase
gene-ACZ0AN_RS18945	WP_026580197.1		CDP-glycerol--glycerophosphate glycerophosphotransferase
gene-ACZ0AN_RS18950	WP_463315588.1		N-acetylglucosaminidase
gene-ACZ0AN_RS18955	WP_023857168.1	manA	mannose-6-phosphate isomerase%2C class I
gene-ACZ0AN_RS18960	WP_249726776.1	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein
gene-ACZ0AN_RS18965	WP_075212722.1		anaerobic ribonucleoside triphosphate reductase
gene-ACZ0AN_RS18970	WP_023857166.1	kdgT	2-keto-3-deoxygluconate transporter
gene-ACZ0AN_RS18975	WP_020453160.1		bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
gene-ACZ0AN_RS18980	WP_249726774.1		sugar kinase
gene-ACZ0AN_RS18985	WP_023857164.1		LacI family DNA-binding transcriptional regulator
gene-ACZ0AN_RS18990	WP_026580200.1	kduI	5-dehydro-4-deoxy-D-glucuronate isomerase
gene-ACZ0AN_RS18995	WP_026580201.1	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD
gene-ACZ0AN_RS19000	WP_026580202.1		zinc-dependent alcohol dehydrogenase
gene-ACZ0AN_RS19005	WP_023857161.1		hypothetical protein
gene-ACZ0AN_RS19010	WP_026580203.1		sugar porter family MFS transporter
gene-ACZ0AN_RS19015	WP_026580204.1		LCP family protein
gene-ACZ0AN_RS19020	WP_026580205.1		Cof-type HAD-IIB family hydrolase
gene-ACZ0AN_RS19025	WP_463315589.1		NlpC/P60 family protein
gene-ACZ0AN_RS19030	WP_096748356.1		hypothetical protein
gene-ACZ0AN_RS19035	WP_023857158.1		CapA family protein
gene-ACZ0AN_RS19040	WP_003185831.1	pgsC	poly-gamma-glutamate biosynthesis protein PgsC
gene-ACZ0AN_RS19045	WP_023857157.1	pgsB	poly-gamma-glutamate synthase PgsB
gene-ACZ0AN_RS19050	WP_095291496.1		LacI family DNA-binding transcriptional regulator
gene-ACZ0AN_RS19055	WP_179289514.1	rbsK	ribokinase
gene-ACZ0AN_RS19060	WP_023857154.1	rbsD	D-ribose pyranase
gene-ACZ0AN_RS19065	WP_025810679.1		sugar ABC transporter ATP-binding protein
gene-ACZ0AN_RS19070	WP_020453175.1	rbsC	ribose ABC transporter permease RbsC
gene-ACZ0AN_RS19075	WP_025810678.1	rbsB	ribose ABC transporter substrate-binding protein RbsB
gene-ACZ0AN_RS19080	WP_075212730.1		LysR family transcriptional regulator
gene-ACZ0AN_RS19085	WP_249726772.1		class I SAM-dependent methyltransferase
gene-ACZ0AN_RS19090	WP_249726771.1		class I SAM-dependent methyltransferase
gene-ACZ0AN_RS19095	WP_023857150.1	budA	acetolactate decarboxylase
gene-ACZ0AN_RS19100	WP_025810675.1	alsS	acetolactate synthase AlsS
gene-ACZ0AN_RS19105	WP_023857148.1	alsR	acetoin biosynthesis transcriptional regulator AlsR
gene-ACZ0AN_RS19110	WP_075212731.1	ggt	gamma-glutamyltransferase
gene-ACZ0AN_RS19115	WP_206761243.1		Lrp/AsnC family transcriptional regulator
gene-ACZ0AN_RS19120	WP_023857146.1		chromate transporter
gene-ACZ0AN_RS19125	WP_020453185.1		chromate transporter
gene-ACZ0AN_RS19130	WP_020453186.1		tyrosine-protein phosphatase
gene-ACZ0AN_RS19135	WP_095291488.1		YveK family protein
gene-ACZ0AN_RS19140	WP_020453188.1		hypothetical protein
gene-ACZ0AN_RS19145	WP_095291486.1		SWIM zinc finger family protein
gene-ACZ0AN_RS19150	WP_095291483.1		DEAD/DEAH box helicase
gene-ACZ0AN_RS19155	WP_095291480.1		YwqG family protein
gene-ACZ0AN_RS19160	WP_025810669.1		ATP-binding protein
gene-ACZ0AN_RS19165	WP_026580209.1		hypothetical protein
gene-ACZ0AN_RS19170	WP_142300497.1		tetratricopeptide repeat protein
gene-ACZ0AN_RS19175	WP_095291475.1		Cof-type HAD-IIB family hydrolase
gene-ACZ0AN_RS19180	WP_023857137.1		DeoR/GlpR family DNA-binding transcription regulator
gene-ACZ0AN_RS19185	WP_224066750.1		transaldolase family protein
gene-ACZ0AN_RS19190	WP_020453198.1	srlD	sorbitol-6-phosphate dehydrogenase
gene-ACZ0AN_RS19195	WP_020453199.1		PTS glucitol/sorbitol transporter subunit IIA
gene-ACZ0AN_RS19200	WP_026580213.1	srlE	PTS glucitol/sorbitol transporter subunit IIB
gene-ACZ0AN_RS19205	WP_020453201.1	srlA	PTS glucitol/sorbitol transporter subunit IIC
gene-ACZ0AN_RS19210	WP_023857134.1		transcriptional regulator GutM
gene-ACZ0AN_RS19215	WP_095291473.1		sugar-binding transcriptional regulator
gene-ACZ0AN_RS19220	WP_020453204.1	ssb	single-stranded DNA-binding protein
gene-ACZ0AN_RS19225	WP_023857133.1		hypothetical protein
gene-ACZ0AN_RS19230	WP_020453206.1		YwpF-like family protein
gene-ACZ0AN_RS19235	WP_023857132.1	mscL	large conductance mechanosensitive channel protein MscL
gene-ACZ0AN_RS19240	WP_003185902.1	fabZ	3-hydroxyacyl-ACP dehydratase FabZ
gene-ACZ0AN_RS19245	WP_023857130.1		flagellar hook-basal body protein
gene-ACZ0AN_RS19250	WP_095291470.1		flagellar hook-basal body protein
gene-ACZ0AN_RS19255	WP_003185909.1	mbl	cell shape-determining protein Mbl
gene-ACZ0AN_RS19260	WP_003185911.1	spoIIID	sporulation transcriptional regulator SpoIIID
gene-ACZ0AN_RS19265	WP_023857128.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS19270	WP_035337863.1		MFS transporter
gene-ACZ0AN_RS19275	WP_023857126.1		undecaprenyl-diphosphatase
gene-ACZ0AN_RS19280	WP_025810664.1		manganese-dependent inorganic pyrophosphatase
gene-ACZ0AN_RS19285	WP_026580215.1		manganese catalase
gene-ACZ0AN_RS19290	WP_039073053.1		YqjF family protein
gene-ACZ0AN_RS19295	WP_035400336.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS19300	WP_095291467.1		NAD(P)H-binding protein
gene-ACZ0AN_RS19305	WP_035337869.1		CBS domain-containing protein
gene-ACZ0AN_RS19310	WP_023857119.1		magnesium transporter CorA family protein
gene-ACZ0AN_RS19315	WP_023857118.1		hemolysin family protein
gene-ACZ0AN_RS19320	WP_023857117.1		ammonium transporter
gene-ACZ0AN_RS19325	WP_003185936.1		P-II family nitrogen regulator
gene-ACZ0AN_RS19330	WP_026580222.1		ATP-dependent Clp protease proteolytic subunit
gene-ACZ0AN_RS19335	WP_020453224.1		RNA polymerase sigma factor
gene-ACZ0AN_RS19340	WP_020453225.1		M23 family metallopeptidase
gene-ACZ0AN_RS19345	WP_023857112.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS19350	WP_095291465.1		YwnF family protein
gene-ACZ0AN_RS19355	WP_023857110.1	cls	cardiolipin synthase
gene-ACZ0AN_RS19360	WP_075212903.1		MDR family MFS transporter
gene-ACZ0AN_RS19365	WP_023857108.1		MbtH family protein
gene-ACZ0AN_RS19370	WP_249726768.1		amino acid adenylation domain-containing protein
gene-ACZ0AN_RS19375	WP_023857106.1		isochorismatase family protein
gene-ACZ0AN_RS19380	WP_146874644.1		(2%2C3-dihydroxybenzoyl)adenylate synthase
gene-ACZ0AN_RS19385	WP_025810653.1	dhbC	isochorismate synthase DhbC
gene-ACZ0AN_RS19390	WP_033155065.1		2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase
gene-ACZ0AN_RS19395	WP_020453235.1		alpha/beta hydrolase
gene-ACZ0AN_RS19400	WP_020453236.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS19405	WP_020453237.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS19410	WP_025810652.1		iron-hydroxamate ABC transporter substrate-binding protein
gene-ACZ0AN_RS19415	WP_025810651.1	btr	bacillibactin transport transcriptional regulator Btr
gene-ACZ0AN_RS19420	WP_031305133.1		DUF5362 family protein
gene-ACZ0AN_RS19425			NAD(P)-dependent oxidoreductase
gene-ACZ0AN_RS19430	WP_025810650.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS19435			SOS response-associated peptidase family protein
gene-ACZ0AN_RS19440	WP_020453242.1		Rrf2 family transcriptional regulator
gene-ACZ0AN_RS19445	WP_023857097.1		GRAM domain-containing protein
gene-ACZ0AN_RS19450	WP_023857096.1		hypothetical protein
gene-ACZ0AN_RS19455	WP_023857094.1	moaA	GTP 3'%2C8-cyclase MoaA
gene-ACZ0AN_RS19460	WP_103749408.1	fdhD	formate dehydrogenase accessory sulfurtransferase FdhD
gene-ACZ0AN_RS19465	WP_023857091.1		L-lactate MFS transporter
gene-ACZ0AN_RS19470	WP_145654594.1		FdhF/YdeP family oxidoreductase
gene-ACZ0AN_RS19475	WP_023857089.1		VWA domain-containing protein
gene-ACZ0AN_RS19480	WP_023857087.1		VWA domain-containing protein
gene-ACZ0AN_RS19485	WP_023857085.1	spoIID	stage II sporulation protein D
gene-ACZ0AN_RS19490	WP_020453252.1	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-ACZ0AN_RS19495	WP_020453253.1		YwmB family TATA-box binding protein
gene-ACZ0AN_RS19500	WP_003186001.1		DUF1146 family protein
gene-ACZ0AN_RS19505	WP_020453254.1		F0F1 ATP synthase subunit epsilon
gene-ACZ0AN_RS19510	WP_020453255.1	atpD	F0F1 ATP synthase subunit beta
gene-ACZ0AN_RS19515	WP_020453256.1	atpG	ATP synthase F1 subunit gamma
gene-ACZ0AN_RS19520	WP_020453257.1	atpA	F0F1 ATP synthase subunit alpha
gene-ACZ0AN_RS19525	WP_020453258.1		F0F1 ATP synthase subunit delta
gene-ACZ0AN_RS19530	WP_020453259.1	atpF	F0F1 ATP synthase subunit B
gene-ACZ0AN_RS19535	WP_020453260.1	atpE	F0F1 ATP synthase subunit C
gene-ACZ0AN_RS19540	WP_023857083.1	atpB	F0F1 ATP synthase subunit A
gene-ACZ0AN_RS19545	WP_020453262.1		ATP synthase subunit I
gene-ACZ0AN_RS19550	WP_020453263.1	upp	uracil phosphoribosyltransferase
gene-ACZ0AN_RS19555	WP_025810647.1	glyA	serine hydroxymethyltransferase
gene-ACZ0AN_RS19560	WP_020453265.1		TIGR01440 family protein
gene-ACZ0AN_RS19565	WP_020453266.1	rpiB	ribose 5-phosphate isomerase B
gene-ACZ0AN_RS19570	WP_023857079.1		low molecular weight protein arginine phosphatase
gene-ACZ0AN_RS19575	WP_023857078.1		manganese efflux pump MntP
gene-ACZ0AN_RS19580	WP_025810646.1		L-threonylcarbamoyladenylate synthase
gene-ACZ0AN_RS19585	WP_023857076.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS19590	WP_020453271.1	spoIIR	stage II sporulation protein R
gene-ACZ0AN_RS19595	WP_065644469.1		MFS transporter
gene-ACZ0AN_RS19600	WP_025810644.1		Gfo/Idh/MocA family protein
gene-ACZ0AN_RS19605	WP_025810643.1		HAD-IIB family hydrolase
gene-ACZ0AN_RS19610	WP_043054496.1		DegT/DnrJ/EryC1/StrS family aminotransferase
gene-ACZ0AN_RS19615	WP_020453276.1		LacI family DNA-binding transcriptional regulator
gene-ACZ0AN_RS19620			IS3 family transposase
gene-ACZ0AN_RS19625	WP_023857069.1	prmC	peptide chain release factor N(5)-glutamine methyltransferase
gene-ACZ0AN_RS19630	WP_026580244.1	prfA	peptide chain release factor 1
gene-ACZ0AN_RS19635	WP_145929971.1	gloA2	SMU1112c/YaeR family gloxylase I-like metalloprotein
gene-ACZ0AN_RS19640	WP_103749414.1	racA	chromosome-anchoring protein RacA
gene-ACZ0AN_RS19645	WP_020453282.1		AEC family transporter
gene-ACZ0AN_RS19650	WP_023857066.1	malS	oxaloacetate-decarboxylating malate dehydrogenase
gene-ACZ0AN_RS19655	WP_026580247.1		thymidine kinase
gene-ACZ0AN_RS19660	WP_003186051.1	rpmE	50S ribosomal protein L31
gene-ACZ0AN_RS19665	WP_003186053.1	rho	transcription termination factor Rho
gene-ACZ0AN_RS19670	WP_023857065.1	glpX	class II fructose-bisphosphatase
gene-ACZ0AN_RS19675	WP_023857064.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-ACZ0AN_RS19680	WP_020453287.1	fsa	fructose-6-phosphate aldolase
gene-ACZ0AN_RS19685	WP_020453288.1		class II fructose-bisphosphate aldolase
gene-ACZ0AN_RS19690	WP_094777382.1		response regulator
gene-ACZ0AN_RS19695	WP_145608063.1		DUF2529 domain-containing protein
gene-ACZ0AN_RS19700	WP_145608064.1		CTP synthase
gene-ACZ0AN_RS19705	WP_023857062.1	rpoE	DNA-directed RNA polymerase subunit delta
gene-ACZ0AN_RS19710	WP_164468295.1		hypothetical protein
gene-ACZ0AN_RS19715	WP_035337908.1		acyl-CoA dehydrogenase
gene-ACZ0AN_RS19720	WP_463315590.1		acyl-CoA dehydrogenase family protein
gene-ACZ0AN_RS19725	WP_161517457.1		3-hydroxybutyryl-CoA dehydrogenase
gene-ACZ0AN_RS19730	WP_144497873.1		acetyl-CoA C-acetyltransferase
gene-ACZ0AN_RS19735	WP_161517458.1		(Fe-S)-binding protein
gene-ACZ0AN_RS19740	WP_145929969.1	cls	cardiolipin synthase
gene-ACZ0AN_RS19745	WP_023857054.1		hypothetical protein
gene-ACZ0AN_RS19750	WP_023857053.1	argS	arginine--tRNA ligase
gene-ACZ0AN_RS19755	WP_023857052.1		YwiB family protein
gene-ACZ0AN_RS19760	WP_023857051.1	speB	agmatinase
gene-ACZ0AN_RS19765	WP_035337912.1	speE	spermidine synthase
gene-ACZ0AN_RS19770	WP_023857049.1		transglycosylase domain-containing protein
gene-ACZ0AN_RS19775	WP_023857048.1		YwhD family protein
gene-ACZ0AN_RS19780	WP_035400430.1		site-2 protease family protein
gene-ACZ0AN_RS19785	WP_025810627.1		2-hydroxymuconate tautomerase
gene-ACZ0AN_RS19790	WP_025810626.1		zinc-dependent metalloprotease
gene-ACZ0AN_RS19795	WP_023857045.1		YwgA family protein
gene-ACZ0AN_RS19800	WP_025810625.1		HD domain-containing protein
gene-ACZ0AN_RS19805	WP_003186096.1		YuzB family protein
gene-ACZ0AN_RS19810	WP_025810624.1		RsfA family transcriptional regulator
gene-ACZ0AN_RS19815	WP_025810623.1		YjdJ family protein
gene-ACZ0AN_RS19820	WP_025810622.1	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase
gene-ACZ0AN_RS19825	WP_025810621.1	pobA	4-hydroxybenzoate 3-monooxygenase
gene-ACZ0AN_RS19830	WP_025810620.1		MFS transporter
gene-ACZ0AN_RS19835	WP_023857038.1		DODA-type extradiol aromatic ring-opening family dioxygenase
gene-ACZ0AN_RS19840	WP_020453317.1		4-oxalocrotonate tautomerase
gene-ACZ0AN_RS19845	WP_023857037.1		2-keto-4-pentenoate hydratase
gene-ACZ0AN_RS19850	WP_025810619.1		aldehyde dehydrogenase
gene-ACZ0AN_RS19855	WP_095291419.1		IclR family transcriptional regulator
gene-ACZ0AN_RS19860	WP_020453321.1		amidohydrolase family protein
gene-ACZ0AN_RS19865	WP_020453322.1	pta	phosphate acetyltransferase
gene-ACZ0AN_RS19870	WP_020453323.1	hemQ	hydrogen peroxide-dependent heme synthase
gene-ACZ0AN_RS19875	WP_023857033.1	bslA	biofilm surface layer hydrophobin BslA
gene-ACZ0AN_RS19880	WP_020453326.1		TrkH family potassium uptake protein
gene-ACZ0AN_RS19885	WP_020453327.1	gerQ	spore coat protein GerQ
gene-ACZ0AN_RS19890	WP_020453328.1		ABC transporter permease
gene-ACZ0AN_RS19895	WP_023857032.1		ABC transporter permease
gene-ACZ0AN_RS19900	WP_023857031.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS19905	WP_095291414.1		sensor histidine kinase
gene-ACZ0AN_RS19910	WP_023857029.1		response regulator
gene-ACZ0AN_RS19915	WP_025810614.1		DUF423 domain-containing protein
gene-ACZ0AN_RS19920	WP_023857027.1		purine/pyrimidine permease
gene-ACZ0AN_RS19925	WP_023857026.1		YwdI family protein
gene-ACZ0AN_RS19930	WP_214485278.1		aldehyde dehydrogenase
gene-ACZ0AN_RS19935	WP_020453337.1		uracil-DNA glycosylase
gene-ACZ0AN_RS19940	WP_020453338.1		glycosyltransferase family 2 protein
gene-ACZ0AN_RS19945	WP_020453339.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
gene-ACZ0AN_RS19950	WP_023857023.1		hypothetical protein
gene-ACZ0AN_RS19955	WP_025810612.1		sucrose-6-phosphate hydrolase
gene-ACZ0AN_RS19960	WP_023857021.1		sucrose-specific PTS transporter subunit IIBC
gene-ACZ0AN_RS19965	WP_023857020.1		PRD domain-containing protein
gene-ACZ0AN_RS19970	WP_023857019.1		hypothetical protein
gene-ACZ0AN_RS19975	WP_023857018.1		S8 family peptidase
gene-ACZ0AN_RS19980	WP_023857017.1		hypothetical protein
gene-ACZ0AN_RS19985	WP_025810610.1		LLM class flavin-dependent oxidoreductase
gene-ACZ0AN_RS19990	WP_023857015.1		hypothetical protein
gene-ACZ0AN_RS19995	WP_025810609.1	nfsA	oxygen-insensitive NADPH nitroreductase
gene-ACZ0AN_RS20000	WP_025810608.1		amidohydrolase
gene-ACZ0AN_RS20005	WP_023857012.1		FtsW/RodA/SpoVE family cell cycle protein
gene-ACZ0AN_RS20010	WP_023857011.1		FtsW/RodA/SpoVE family cell cycle protein
gene-ACZ0AN_RS20015	WP_145625100.1		YjiH family protein
gene-ACZ0AN_RS20020	WP_020453353.1	ywcE	spore morphogenesis/germination protein YwcE
gene-ACZ0AN_RS20025	WP_059230861.1		clostripain-related cysteine peptidase
gene-ACZ0AN_RS20030	WP_043054499.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS20035	WP_023857006.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS20040	WP_237612064.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS20045	WP_023857004.1		asparagine synthase-related protein
gene-ACZ0AN_RS20050	WP_023857003.1		lasso peptide biosynthesis B2 protein
gene-ACZ0AN_RS20055	WP_003186189.1		hypothetical protein
gene-ACZ0AN_RS20060	WP_023857002.1		response regulator transcription factor
gene-ACZ0AN_RS20065	WP_423856373.1		lariocidin family lasso peptide
gene-ACZ0AN_RS20070	WP_023857000.1	qoxD	cytochrome aa3 quinol oxidase subunit IV
gene-ACZ0AN_RS20075	WP_023856999.1	qoxC	cytochrome aa3 quinol oxidase subunit III
gene-ACZ0AN_RS20080	WP_025810604.1	qoxB	cytochrome aa3 quinol oxidase subunit I
gene-ACZ0AN_RS20085	WP_095291511.1	qoxA	cytochrome aa3 quinol oxidase subunit II
gene-ACZ0AN_RS20090	WP_023856996.1	galE	UDP-glucose 4-epimerase GalE
gene-ACZ0AN_RS20095	WP_023856995.1		anti-repressor SinI family protein
gene-ACZ0AN_RS20100	WP_025810603.1		flavodoxin family protein
gene-ACZ0AN_RS20105	WP_023856991.1		DUF485 domain-containing protein
gene-ACZ0AN_RS20110	WP_025810602.1		solute symporter family protein
gene-ACZ0AN_RS20115	WP_025810601.1	xylB	xylulokinase
gene-ACZ0AN_RS20120	WP_023856988.1	xylA	xylose isomerase
gene-ACZ0AN_RS20125	WP_025810600.1		ROK family transcriptional regulator
gene-ACZ0AN_RS20130	WP_026580283.1	thiE	thiamine phosphate synthase
gene-ACZ0AN_RS20135	WP_059230886.1	thiM	hydroxyethylthiazole kinase
gene-ACZ0AN_RS20140	WP_023856984.1	cidR	cidABC operon transcriptional activator CidR
gene-ACZ0AN_RS20145	WP_020453374.1		YwqI/YxiC family protein
gene-ACZ0AN_RS20150	WP_059230887.1		YwqH-like family protein
gene-ACZ0AN_RS20155	WP_020453376.1		CidA/LrgA family holin-like protein
gene-ACZ0AN_RS20160	WP_023856983.1		CidB/LrgB family autolysis modulator
gene-ACZ0AN_RS20165	WP_463315591.1	putP	sodium/proline symporter PutP
gene-ACZ0AN_RS20170	WP_025810597.1		class I SAM-dependent rRNA methyltransferase
gene-ACZ0AN_RS20175	WP_025810596.1		VOC family protein
gene-ACZ0AN_RS20180	WP_229129363.1		phosphoglycerate dehydrogenase
gene-ACZ0AN_RS20185	WP_025810594.1		glycosyltransferase family 8 protein
gene-ACZ0AN_RS20190	WP_095291354.1		hypothetical protein
gene-ACZ0AN_RS20195	WP_023856975.1		hypothetical protein
gene-ACZ0AN_RS20200	WP_025810593.1		sensor histidine kinase
gene-ACZ0AN_RS20205	WP_025810592.1	ydfI	two-component system response regulator YdfI
gene-ACZ0AN_RS20210	WP_463315592.1		MMPL family transporter
gene-ACZ0AN_RS20215	WP_023856971.1		YwaF family protein
gene-ACZ0AN_RS20220	WP_023856970.1		MFS transporter
gene-ACZ0AN_RS20225	WP_023856969.1	dgoD	galactonate dehydratase
gene-ACZ0AN_RS20230	WP_023856968.1		bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
gene-ACZ0AN_RS20235	WP_023856967.1		sugar kinase
gene-ACZ0AN_RS20240	WP_463315593.1		IclR family transcriptional regulator
gene-ACZ0AN_RS20245	WP_025810590.1		M28 family peptidase
gene-ACZ0AN_RS20250	WP_101561330.1		MFS transporter
gene-ACZ0AN_RS20255	WP_023856963.1		hypothetical protein
gene-ACZ0AN_RS20260	WP_161513289.1		Ger(x)C family spore germination C-terminal domain-containing protein
gene-ACZ0AN_RS20265	WP_031305127.1		GTP pyrophosphokinase
gene-ACZ0AN_RS20270	WP_016885663.1		YjcZ family sporulation protein
gene-ACZ0AN_RS20275	WP_023856959.1		teichoic acid D-Ala incorporation-associated protein DltX
gene-ACZ0AN_RS20280	WP_023856958.1	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA
