ve_protein	pa_protein	identity	alignment_length	mismatches	gapopen	qstart	qend	sstart	send	evalue	bitscore
WP_017418119.1	WP_020452123.1	0.619	205	78	0	1	205	1	205	1.199e-77	253
WP_017418150.1	WP_026579303.1	0.513	179	87	0	1	179	1	179	9.026e-61	203
WP_017418941.1	WP_249726847.1	0.625	187	69	0	1	186	1	187	3.183e-66	219
WP_017419030.1	WP_003179554.1	0.764	68	16	0	1	68	1	68	1.225e-31	113
WP_021493717.1	WP_020451304.1	0.652	262	91	0	1	262	1	262	5.865e-112	355
WP_021493759.1	WP_075213216.1	0.707	605	176	0	1	605	1	602	1.3369999999999999e-291	893
WP_021493862.1	WP_206761258.1	0.786	463	99	0	1	463	6	468	4.3950000000000005e-252	771
WP_021493879.1	WP_020450542.1	0.704	122	36	0	1	122	1	122	5.4940000000000004e-55	183
WP_021494037.1	WP_023855403.1	0.576	151	63	0	1	151	1	150	4.837e-54	182
WP_032873313.1	WP_026579412.1	0.806	377	73	0	1	375	1	377	1.203e-204	629
WP_047936230.1	WP_463315631.1	0.684	171	54	0	1	171	1	171	9.660999999999999e-80	257
WP_061862583.1	WP_023857680.1	0.348	257	167	0	24	280	21	277	2.11e-50	178
WP_079891065.1	WP_023856206.1	0.465	130	67	0	1	130	1	127	8.825e-28	105
WP_087920773.1	WP_023855219.1	0.63	100	37	0	26	125	24	123	3.962e-34	123
WP_087920807.1	WP_164470226.1	0.77	61	14	0	1	61	17	77	8.91e-28	101
WP_094296112.1	WP_197407246.1	0.756	452	110	0	4	455	19	470	1.235e-238	732
WP_209387640.1	WP_075212707.1	0.498	502	246	0	1	502	1	492	3.172e-156	496
WP_209387654.1	WP_026580187.1	0.846	378	58	0	1	378	1	378	9.804e-217	664
WP_209387658.1	WP_463315588.1	0.457	877	475	0	3	879	2	876	1.1070000000000002e-258	812
WP_209387662.1	WP_095291496.1	0.697	324	98	0	1	324	1	324	2.198e-147	461
WP_209387696.1	WP_025810622.1	0.793	281	58	0	1	281	1	281	7.357e-148	460
WP_209387700.1	WP_096748385.1	0.548	394	178	0	4	397	12	405	6.027e-134	426
WP_209387726.1	WP_463315695.1	0.559	109	48	0	8	116	7	115	1.775e-38	135
WP_209387730.1	WP_020452932.1	0.576	281	119	0	3	283	5	285	2.294e-111	355
WP_209387791.1	WP_020451802.1	0.431	169	96	0	1	169	1	169	9.321e-45	156
WP_209388306.1	WP_023855750.1	0.684	545	172	0	1	545	1	545	3.821e-267	819
WP_209388308.1	WP_463315699.1	0.703	1261	374	0	1	1261	1	1261	0.0	1840
WP_209388365.1	WP_026580174.1	0.552	230	102	0	1	229	16	245	2.7390000000000004e-78	256
WP_209388369.1	WP_026579041.1	0.637	135	48	0	3	137	2	135	3.2190000000000005e-58	193
WP_348633730.1	WP_020451333.1	0.758	207	50	0	1	207	1	207	6.951e-102	323
WP_003152766.1	WP_020452389.1	0.892	158	17	0	1	157	1	158	4.9509999999999995e-88	280
WP_003153123.1	WP_020452147.1	0.962	185	7	0	1	185	1	185	2.5860000000000002e-117	366
WP_003154908.1	WP_020451689.1	0.859	142	19	0	1	138	1	142	7.082e-75	241
WP_003155211.1	WP_065643331.1	0.851	417	62	0	1	417	1	417	1.874e-234	718
WP_003155219.1	WP_003180287.1	0.736	190	50	0	1	190	1	190	1.436e-92	295
WP_003155234.1	WP_095289942.1	0.674	175	56	0	1	172	1	175	4.596e-71	232
WP_003155245.1	WP_003180249.1	0.75	68	17	0	5	72	4	71	2.781e-29	106
WP_003155251.1	WP_020450791.1	0.904	314	30	0	1	314	1	314	4.023e-194	595
WP_003155588.1	WP_020450562.1	0.719	221	61	0	4	221	6	226	3.244e-107	339
WP_003155609.1	WP_003179731.1	0.813	43	8	0	1	43	1	43	1.7990000000000003e-20	79
WP_003155658.1	WP_003179703.1	0.771	140	32	0	1	140	1	140	6.276e-69	224
WP_003155709.1	WP_003179658.1	0.89	238	26	0	1	238	1	238	7.584e-141	437
WP_007409633.1	WP_023857283.1	0.571	77	33	0	1	77	1	77	1.222e-24	93
WP_007409667.1	WP_020451251.1	0.735	87	23	0	3	88	5	91	2.124e-39	136
WP_007409947.1	WP_025809559.1	0.73	167	45	0	1	167	1	166	9.281e-78	251
WP_007410017.1	WP_003185205.1	0.817	197	36	0	1	197	1	197	1.2290000000000001e-108	342
WP_007609589.1	WP_020450261.1	0.817	335	61	0	1	335	1	335	5.4e-184	567
WP_007609846.1	WP_020450433.1	0.858	162	23	0	1	162	1	162	5.6949999999999995e-89	283
WP_007610853.1	WP_463315672.1	0.798	308	62	0	1	308	1	308	1.989e-164	509
WP_007610936.1	WP_020451131.1	0.618	55	20	0	3	56	2	56	9.464e-18	72
WP_022553975.1	WP_075212874.1	0.763	520	123	0	20	537	13	532	9.54e-288	878
WP_025649720.1	WP_023855498.1	0.701	328	97	0	1	328	1	327	8.654e-149	465
WP_025649819.1	WP_095291531.1	0.738	126	33	0	1	126	2	127	5.5190000000000005e-65	212
WP_029973456.1	WP_023857194.1	0.814	786	145	0	1	786	1	782	0.0	1276
WP_029973587.1	WP_023856260.1	0.737	331	87	0	15	345	24	354	2.824e-161	502
WP_029973644.1	WP_020451957.1	0.907	390	36	0	1	390	1	390	5.294e-238	726
WP_032875437.1	WP_020450536.1	0.655	90	31	0	1	90	1	90	3.658e-37	130
WP_209387376.1	WP_026579409.1	0.621	74	28	0	9	82	12	85	2.8989999999999998e-27	101
WP_209387430.1	WP_145645271.1	0.365	223	141	0	1	223	1	223	3.387e-45	160
WP_209387434.1	WP_035338373.1	0.467	274	144	0	1	274	1	272	2.149e-76	253
WP_209387490.1	WP_463315718.1	0.767	550	128	0	1	550	1	550	2.149e-290	887
WP_209387495.1	WP_023855356.1	0.743	277	71	0	4	280	5	281	1.301e-146	456
WP_209387530.1	WP_023855811.1	0.595	472	190	0	1	469	1	472	4.607e-191	595
WP_209387532.1	WP_249726888.1	0.91	402	36	0	1	402	1	402	5.183e-253	770
WP_209387536.1	WP_249726884.1	0.676	552	178	0	1	551	1	552	2.933e-273	837
WP_209387582.1	WP_020453328.1	0.465	380	203	0	1	380	1	380	4.001e-120	385
WP_209388243.1	WP_025811410.1	0.741	309	80	0	1	309	1	309	2.564e-153	477
WP_209388246.1	WP_025811416.1	0.78	291	64	0	1	291	1	291	1.0109999999999999e-148	463
WP_209388250.1	WP_096748459.1	0.683	348	110	0	1	348	1	347	2.464e-164	511
WP_209388303.1	WP_020450513.1	0.694	386	117	0	1	386	1	383	1.89e-168	525
WP_233499541.1	WP_003180313.1	0.418	43	23	0	1	41	113	155	2.609e-05	37
WP_007408038.1	WP_020452593.1	0.664	197	66	0	4	200	8	204	1.009e-87	282
WP_007408054.1	WP_023855497.1	0.77	170	39	0	1	170	1	170	1.105e-85	274
WP_007408068.1	WP_020452561.1	0.927	319	23	0	1	319	1	319	1.4390000000000002e-199	611
WP_007408349.1	WP_020452136.1	0.767	129	30	0	1	129	1	129	1.168e-65	214
WP_007408353.1	WP_020452132.1	0.729	296	80	0	1	296	1	296	1.75e-142	445
WP_007408736.1	WP_026580177.1	0.469	113	57	0	3	115	10	117	7.543000000000001e-32	116
WP_007408765.1	WP_020450386.1	0.314	241	165	0	2	242	3	243	1.5199999999999999e-33	128
WP_007409014.1	WP_020449988.1	0.683	307	97	0	1	307	1	307	2.9009999999999996e-137	431
WP_007409411.1	WP_020452033.1	0.829	117	20	0	1	117	1	117	9.321e-62	202
WP_007409428.1	WP_023857488.1	0.847	197	30	0	1	197	1	197	5.289e-107	337
WP_014417585.1	WP_463315678.1	0.746	146	37	0	1	146	1	146	1.896e-76	246
WP_014417754.1	WP_023857216.1	0.907	249	23	0	1	249	1	249	5.214e-150	464
WP_014417774.1	WP_020451401.1	0.731	377	101	0	2	378	4	378	5.982e-169	526
WP_014418379.1	WP_023857119.1	0.488	314	160	0	1	313	1	314	1.1309999999999998e-103	334
WP_014418394.1	WP_105981083.1	0.587	252	103	0	2	253	1	251	3.563e-96	309
WP_014418404.1	WP_023855238.1	0.699	163	48	0	1	163	1	162	1.5660000000000002e-72	236
WP_014418737.1	WP_101561528.1	0.567	340	147	0	1	340	1	340	1.281e-124	396
WP_014418752.1	WP_026580045.1	0.672	391	128	0	23	413	1	391	3.796e-174	543
WP_014418762.1	WP_003184849.1	0.752	214	52	0	1	214	1	212	8.349e-102	323
WP_017418586.1	WP_023855487.1	0.93	243	17	0	1	243	1	243	1.2770000000000002e-162	500
WP_017419244.1	WP_095291240.1	0.911	420	37	0	1	420	1	420	2.093e-272	827
WP_017419343.1	WP_145645580.1	0.666	207	68	0	5	211	3	208	2.5509999999999998e-89	287
WP_017419440.1	WP_023856175.1	0.656	220	73	0	1	213	2	221	3.4059999999999996e-94	301
WP_017419497.1	WP_026579003.1	0.771	293	66	0	1	293	1	291	5.084e-155	481
WP_061862380.1	WP_161517457.1	0.627	282	104	0	1	281	1	282	1.24e-113	361
WP_061862555.1	WP_020452922.1	0.562	580	254	0	1	580	1	580	1.3799999999999998e-241	747
WP_071392571.1	WP_256164082.1	0.914	129	11	0	1	129	1	129	2.517e-73	236
WP_072176999.1	WP_035338777.1	0.77	174	40	0	1	174	1	174	1.67e-91	291
WP_173613439.1	WP_023855520.1	0.765	281	66	0	1	281	1	281	1.446e-154	479
WP_209387349.1	WP_095291970.1	0.715	447	127	0	1	447	1	447	6.733e-214	660
WP_209387352.1	WP_020451837.1	0.681	464	147	0	1	464	1	463	8.766000000000001e-209	646
WP_003155535.1	WP_023855402.1	0.661	59	20	0	1	59	1	59	3.678e-21	82
WP_003156199.1	WP_023857873.1	0.792	361	75	0	1	361	1	361	1.201e-196	605
WP_007409927.1	WP_025809574.1	0.865	289	39	0	1	289	1	289	1.397e-167	517
WP_007410217.1	WP_023857879.1	0.58	255	107	0	1	255	1	255	2.594e-100	321
WP_007410234.1	WP_023857857.1	0.595	198	80	0	1	198	1	198	6.358e-81	262
WP_007410316.1	WP_075754574.1	0.777	135	30	0	1	135	1	135	1.216e-67	220
WP_007410365.1	WP_020451550.1	0.95	444	22	0	1	444	1	444	9.32e-294	890
WP_007610547.1	WP_020450912.1	0.832	280	47	0	1	280	1	280	2.551e-156	484
WP_007610655.1	WP_463315664.1	0.888	251	28	0	3	253	1	251	1.387e-142	443
WP_007611631.1	WP_003182143.1	0.844	135	21	0	1	134	1	135	8.653e-71	229
WP_014418232.1	WP_026579400.1	0.516	120	58	0	1	120	1	120	2.333e-38	135
WP_014418270.1	WP_023857466.1	0.795	322	66	0	1	322	1	321	7.789e-176	543
WP_014418707.1	WP_249726815.1	0.501	237	118	0	4	240	5	241	6.714e-78	256
WP_014418730.1	WP_025809689.1	0.848	172	26	0	1	172	1	172	9.415e-98	309
WP_014419008.1	WP_075212711.1	0.6	503	200	0	4	505	5	507	8.396e-201	625
WP_014419036.1	WP_026580204.1	0.626	324	117	0	4	327	3	317	2.1290000000000002e-129	409
WP_014419158.1	WP_463315705.1	0.59	227	92	0	6	232	1	226	1.051e-90	292
WP_014419179.1	WP_023857020.1	0.734	271	72	0	1	271	1	271	2.7209999999999998e-136	426
WP_014721183.1	WP_105978898.1	0.8	422	84	0	1	422	1	421	2.5689999999999997e-227	697
WP_061861961.1	WP_020450370.1	0.561	139	61	0	1	139	1	139	8.2659999999999995e-53	178
WP_061862047.1	WP_020450830.1	0.596	114	46	0	1	114	1	114	1.3660000000000002e-42	147
WP_072177543.1	WP_023856128.1	0.522	153	73	0	7	159	6	158	6.115000000000001e-48	168
WP_072177837.1	WP_043054350.1	0.839	468	75	0	1	468	1	468	4.7999999999999995e-281	855
WP_095060858.1	WP_020450922.1	0.706	354	103	0	1	352	1	354	3.81e-170	528
WP_095061510.1	WP_103750347.1	0.637	295	107	0	6	300	7	301	3.053e-132	416
WP_095272899.1	WP_105981048.1	0.589	492	201	0	1	489	1	492	1.5959999999999997e-188	589
WP_100261825.1	WP_161517787.1	0.775	294	66	0	1	294	1	294	1.786e-151	471
WP_209387876.1	WP_463315709.1	0.53	577	269	0	5	581	5	578	9.301e-200	626
WP_209387880.1	WP_023855632.1	0.663	479	160	0	1	477	1	479	3.92e-205	636
WP_209387912.1	WP_025810070.1	0.655	456	156	0	1	452	1	456	7.003e-197	611
WP_209387950.1	WP_026578964.1	0.694	340	104	0	1	340	1	340	9.546000000000001e-172	532
WP_209388266.1	WP_025810601.1	0.589	499	204	0	1	498	1	499	3.19e-200	623
WP_209388319.1	WP_023855607.1	0.84	1052	167	0	1	1047	1	1052	0.0	1747
WP_209388361.1	WP_095291414.1	0.465	365	195	0	1	365	1	365	3.24e-106	344
WP_245207618.1	WP_446473922.1	0.537	435	201	0	1	435	1	435	1.212e-152	482
WP_003150700.1	WP_023856408.1	0.934	107	7	0	1	107	1	107	1.0490000000000001e-63	207
WP_003150909.1	WP_059230886.1	0.684	269	84	0	1	269	1	268	9.141e-112	355
WP_003150969.1	WP_025810614.1	0.821	123	22	0	1	123	1	123	1.529e-67	219
WP_003151034.1	WP_003186096.1	0.932	74	5	0	1	74	1	74	1.274e-45	153
WP_003151052.1	WP_035337912.1	0.927	276	20	0	1	276	1	276	1.631e-176	542
WP_003151102.1	WP_020453288.1	0.961	285	11	0	1	285	1	285	3.161e-182	559
WP_003151139.1	WP_026580244.1	0.929	356	25	0	1	356	1	356	1.159e-220	674
WP_003151168.1	WP_020453259.1	0.767	172	39	0	1	170	1	172	3.961e-80	258
WP_003151176.1	WP_020453254.1	0.846	130	20	0	1	130	1	130	1.0549999999999999e-67	220
WP_003152221.1	WP_020452693.1	0.937	272	17	0	1	272	1	272	1.351e-176	542
WP_003152229.1	WP_003184624.1	0.85	80	12	0	1	80	1	80	1.899e-45	153
WP_003152237.1	WP_020452682.1	0.91	157	14	0	1	157	1	157	8.489000000000001e-99	311
WP_003152253.1	WP_003184586.1	0.947	400	21	0	1	400	1	400	1.94e-254	774
WP_003152261.1	WP_023855831.1	0.729	259	70	0	1	259	1	258	4.4170000000000004e-131	410
WP_003152276.1	WP_023855837.1	0.753	292	72	0	1	292	1	292	3.462e-150	467
WP_003152313.1	WP_128823566.1	0.779	539	119	0	1	539	1	539	6.741e-287	876
WP_003152355.1	WP_095290805.1	0.726	263	72	0	1	263	1	263	1.982e-134	420
WP_003152366.1	WP_020452616.1	0.817	104	19	0	1	104	1	104	2.119e-55	183
WP_003152383.1	WP_003184447.1	0.916	358	30	0	1	358	1	358	1.676e-217	665
WP_007408119.1	WP_020452501.1	0.784	190	41	0	1	190	1	190	2.632e-96	306
WP_007408270.1	WP_197407169.1	0.559	109	45	0	1	109	1	104	1.633e-37	132
WP_007408283.1	WP_017474322.1	0.827	319	55	0	1	319	1	319	4.4930000000000004e-178	549
WP_007408287.1	WP_105981086.1	0.765	256	60	0	1	255	1	256	9.487e-138	429
WP_007408567.1	WP_026580616.1	0.899	428	43	0	2	429	3	430	6.6100000000000005e-264	803
WP_007408653.1	WP_020452765.1	0.93	130	9	0	1	130	1	129	9.754e-76	243
WP_007408685.1	WP_020452804.1	0.6	243	97	0	1	243	1	243	2.885e-93	300
WP_007408889.1	WP_035338016.1	0.449	167	90	0	1	165	8	174	8.402999999999999e-41	145
WP_007408914.1	WP_197407002.1	0.754	485	119	0	1	485	1	485	3.152e-251	770
WP_012117833.1	WP_020451914.1	0.672	168	55	0	1	168	1	168	1.4239999999999998e-73	239
WP_012118027.1	WP_025811127.1	0.699	273	82	0	1	273	1	273	5.941e-126	396
WP_012118534.1	WP_020453057.1	0.797	84	17	0	1	84	1	84	4.093e-39	135
WP_014306172.1	WP_020453626.1	0.863	44	6	0	1	44	1	44	1.882e-21	82
WP_014416714.1	WP_023855986.1	0.568	204	88	0	1	204	1	204	3.877e-71	234
WP_014416730.1	WP_025809568.1	0.624	125	47	0	1	125	1	125	2.213e-48	164
WP_014418794.1	WP_020452837.1	0.725	306	84	0	1	306	1	306	9.834e-147	458
WP_014418823.1	WP_020452867.1	0.884	406	47	0	1	406	1	406	7.493e-251	764
WP_014419050.1	WP_025811689.1	0.467	357	190	0	5	361	4	360	2.064e-110	356
WP_014419065.1	WP_023855236.1	0.569	144	62	0	1	144	1	144	1.6059999999999999e-52	177
WP_014419079.1	WP_101561330.1	0.723	448	124	0	5	451	5	452	2.6550000000000002e-216	667
WP_014419235.1	WP_023856547.1	0.759	366	88	0	1	366	1	366	3.74e-186	575
WP_014419313.1	WP_025810517.1	0.919	447	36	0	1	447	1	447	8.976999999999999e-279	847
WP_015240188.1	WP_025811173.1	0.57	242	103	0	1	242	1	240	1.004e-88	287
WP_029973901.1	WP_020452103.1	0.746	410	104	0	4	413	7	416	8.294e-210	646
WP_029973980.1	WP_023857791.1	0.414	312	175	0	4	302	2	313	4.252e-71	239
WP_032871062.1	WP_026580001.1	0.596	196	78	0	3	198	2	194	1.874e-76	249
WP_032872237.1	WP_025810423.1	0.728	247	67	0	1	247	1	247	1.662e-127	399
WP_045926116.1	WP_023857213.1	0.703	81	24	0	1	81	1	81	2.826e-33	118
WP_061861808.1	WP_026579590.1	0.482	464	239	0	10	473	3	465	1.244e-154	490
WP_061862630.1	WP_145645240.1	0.454	394	214	0	10	403	19	411	4.131e-111	360
WP_209387390.1	WP_020451953.1	0.671	338	111	0	1	338	1	338	4.283e-144	452
WP_209387393.1	WP_023857463.1	0.691	450	138	0	1	448	1	450	2.033e-216	667
WP_209387396.1	WP_023857473.1	0.864	525	71	0	1	525	1	525	1.435e-303	923
WP_209387420.1	WP_020453408.1	0.617	361	138	0	4	364	7	367	1.9909999999999998e-148	466
WP_209387424.1	WP_020452130.1	0.812	278	52	0	1	278	1	278	1.242e-147	459
WP_209387458.1	WP_095290763.1	0.373	259	159	0	51	305	94	352	5.044999999999999e-47	169
WP_209387462.1	WP_016885532.1	0.418	153	87	0	1	151	1	153	4.286e-37	133
WP_209387466.1	WP_020452417.1	0.677	214	68	0	1	214	1	213	1.9209999999999998e-94	302
WP_209387502.1	WP_035338182.1	0.67	559	184	0	1	559	1	559	1.3630000000000001e-251	775
WP_209388235.1	WP_003181756.1	0.942	259	15	0	1	259	1	259	4.751e-156	482
WP_209388239.1	WP_026579734.1	0.546	290	131	0	4	293	2	291	6.572e-101	325
WP_209388282.1	WP_249726465.1	0.896	908	94	0	1	908	1	908	0.0	1704
WP_209388305.1	WP_039072760.1	0.628	256	94	0	5	259	5	260	2.581e-102	327
WP_209388309.1	WP_463315700.1	0.711	3596	1038	0	1	3591	1	3596	0.0	5357
WP_223204413.1	WP_026580150.1	0.651	129	44	0	2	129	23	151	1.6269999999999999e-53	179
WP_370530899.1	WP_020451497.1	0.566	56	23	0	28	83	19	73	6.375e-12	57
WP_003152774.1	WP_020452384.1	0.8	231	46	0	1	231	1	231	1.676e-119	375
WP_003153124.1	WP_003183412.1	0.806	93	18	0	1	93	1	93	3.258e-45	153
WP_003153156.1	WP_031304734.1	0.842	127	20	0	9	135	1	127	1.103e-68	223
WP_003153413.1	WP_020451980.1	0.917	424	35	0	1	424	1	424	4.368e-266	809
WP_003153429.1	WP_105981046.1	0.682	41	13	0	1	41	1	41	8.712e-13	57
WP_003153484.1	WP_003182954.1	0.881	161	19	0	7	167	8	168	5.072e-101	318
WP_003155650.1	WP_020450524.1	0.807	114	22	0	1	114	1	114	7.667000000000001e-63	205
WP_003155700.1	WP_023856600.1	0.878	189	23	0	1	189	1	189	1.87e-114	358
WP_003155730.1	WP_020450467.1	0.932	476	32	0	1	476	1	476	2.378e-299	908
WP_003156292.1	WP_463315627.1	0.78	246	54	0	4	249	5	250	1.2560000000000002e-131	411
WP_003156298.1	WP_023857918.1	0.581	129	54	0	1	129	1	129	1.3110000000000001e-48	165
WP_003156447.1	WP_003178317.1	0.987	156	2	0	1	156	1	156	2.9999999999999997e-101	318
WP_003156476.1	WP_023855912.1	0.99	218	2	0	1	218	1	218	2.825e-141	437
WP_003156484.1	WP_003178345.1	0.965	87	3	0	1	87	1	87	6.538999999999999e-51	169
WP_003156711.1	WP_020452781.1	0.637	160	58	0	1	160	1	160	2.644e-72	235
WP_014418659.1	WP_020452614.1	0.809	147	28	0	1	147	1	147	7.002e-80	256
WP_014418686.1	WP_095291264.1	0.775	227	51	0	1	226	1	227	7.542e-120	376
WP_014418846.1	WP_249726855.1	0.58	362	151	0	1	361	1	362	4.613e-148	465
WP_014418920.1	WP_020453014.1	0.84	238	38	0	1	238	1	238	4.312e-138	429
WP_014419094.1	WP_023857094.1	0.8	341	68	0	1	341	1	341	6.485e-185	570
WP_014419111.1	WP_026580247.1	0.838	192	31	0	1	192	1	192	4.592e-108	340
WP_014419358.1	WP_020453044.1	0.761	481	113	0	1	472	1	481	8.643e-248	759
WP_015239102.1	WP_020450063.1	0.78	200	43	0	1	198	1	200	6.694e-105	331
WP_025649814.1	WP_039072813.1	0.737	305	80	0	1	305	1	305	2.238e-153	477
WP_025649977.1	WP_161513142.1	0.575	146	60	0	8	149	1	146	2.953e-48	165
WP_029973489.1	WP_020451337.1	0.824	194	34	0	1	194	1	194	9.733e-109	342
WP_032875062.1	WP_023857164.1	0.33	329	220	0	4	332	9	337	1.747e-54	192
WP_032876691.1	WP_020452859.1	0.726	230	62	0	60	289	39	267	1.745e-121	384
WP_053285039.1	WP_020451510.1	0.583	322	133	0	1	322	1	321	7.676000000000001e-123	390
WP_129092165.1	WP_020451407.1	0.874	677	85	0	1	677	1	677	0.0	1183
WP_163094366.1	WP_023856445.1	0.634	850	310	0	4	853	2	850	0.0	1133
WP_172869697.1	WP_095290369.1	0.292	401	279	0	11	405	29	429	1.0859999999999999e-51	187
WP_207168983.1	WP_026579374.1	0.535	200	93	0	1	200	1	200	1.217e-73	241
WP_209387321.1	WP_023857517.1	0.583	490	203	0	1	490	1	489	1.44e-196	612
WP_209387370.1	WP_020451874.1	0.848	422	64	0	1	422	1	422	7.735000000000001e-250	762
WP_209387374.1	WP_020451884.1	0.912	558	49	0	1	558	1	558	0.0	1059
WP_209387816.1	WP_145645982.1	0.803	829	163	0	1	829	1	829	0.0	1361
WP_209387820.1	WP_020449852.1	0.961	1193	46	0	1	1193	1	1193	0.0	2348
WP_209387825.1	WP_020449905.1	0.712	198	57	0	1	198	1	198	1.7189999999999998e-94	301
WP_209387868.1	WP_463315618.1	0.627	3580	1335	0	4	3583	4	3582	0.0	4651
WP_209387874.1	WP_463315620.1	0.779	268	58	0	1	265	1	268	8.921e-135	421
WP_209387918.1	WP_025810052.1	0.926	342	25	0	1	342	1	342	2.259e-223	681
WP_003154420.1	WP_003181576.1	0.965	259	9	0	1	259	1	259	5.243e-164	505
WP_003154438.1	WP_020451297.1	0.834	639	106	0	1	639	1	639	0.0	1132
WP_003154475.1	WP_020451282.1	0.759	79	19	0	1	79	1	79	6.125e-40	137
WP_003154591.1	WP_020451209.1	0.85	194	28	0	1	190	1	194	3.6369999999999994e-103	326
WP_003154663.1	WP_020451170.1	0.757	446	108	0	1	446	1	445	3.4229999999999994e-227	698
WP_003155061.1	WP_011197761.1	0.754	57	14	0	3	59	2	58	1.1e-26	98
WP_003155094.1	WP_003180548.1	0.828	35	6	0	1	35	1	35	4.189e-15	64
WP_003155387.1	WP_217626294.1	0.815	520	96	0	13	531	2	521	4.6909999999999995e-284	867
WP_003155465.1	WP_003179961.1	0.882	145	17	0	1	145	1	145	5.6459999999999994e-89	282
WP_003155981.1	WP_020450330.1	0.745	55	14	0	2	56	3	57	1.073e-23	89
WP_007408359.1	WP_079289196.1	0.819	576	104	0	1	576	1	576	3.19e-311	948
WP_007408393.1	WP_229078641.1	0.667	264	86	0	13	276	1	259	8.303000000000001e-116	367
WP_007408708.1	WP_033155022.1	0.666	42	13	0	1	40	1	42	2.74e-15	64
WP_007408744.1	WP_025810897.1	0.898	425	43	0	1	425	1	425	1.3369999999999998e-262	799
WP_007409011.1	WP_020449986.1	0.764	327	77	0	1	327	1	327	2.2760000000000003e-172	533
WP_007409075.1	WP_003180731.1	0.779	240	53	0	1	240	1	240	2.023e-130	407
WP_007409412.1	WP_145645566.1	0.687	205	64	0	1	205	1	205	6.979e-100	317
WP_007409435.1	WP_245118539.1	0.773	591	133	0	1	591	1	589	5.27e-305	931
WP_007409759.1	WP_065644115.1	0.801	317	63	0	1	317	1	317	1.026e-167	519
WP_014417329.1	WP_020450797.1	0.708	206	59	0	1	203	1	206	5.534e-101	320
WP_014417349.1	WP_023856571.1	0.652	382	131	0	1	382	1	378	2.0630000000000003e-156	490
WP_014417560.1	WP_020453501.1	0.417	187	108	0	3	189	2	188	9.904e-40	143
WP_014417604.1	WP_020451190.1	0.726	304	83	0	1	303	1	304	6.85e-148	461
WP_014417748.1	WP_035338792.1	0.777	296	65	0	1	296	1	294	8.417999999999999e-151	469
WP_014417765.1	WP_020451381.1	0.908	691	63	0	1	691	1	691	0.0	1308
WP_014417775.1	WP_020451405.1	0.687	256	80	0	3	258	2	257	5.478e-120	378
WP_014418740.1	WP_026580040.1	0.405	74	43	0	1	74	1	74	6.499e-13	60
WP_014418754.1	WP_023856146.1	0.709	533	155	0	1	533	1	533	2.55e-247	761
WP_017419270.1	WP_026580547.1	0.74	470	122	0	1	470	1	470	6.421000000000001e-234	719
WP_017419351.1	WP_039073164.1	0.751	258	64	0	1	258	1	257	2.285e-129	405
WP_017419453.1	WP_003184955.1	0.647	105	36	0	1	104	1	105	1.3469999999999999e-45	155
WP_017419506.1	WP_020449779.1	0.71	207	60	0	1	207	1	207	1.624e-99	316
WP_020953910.1	WP_103750432.1	0.803	642	126	0	1	642	1	641	0.0	1058
WP_021494215.1	WP_020451896.1	0.778	294	65	0	1	294	1	294	6.695e-153	475
WP_021494259.1	WP_020452034.1	0.757	388	94	0	1	388	1	388	9.494999999999999e-196	604
WP_021494294.1	WP_463315717.1	0.789	689	145	0	1	689	1	688	0.0	1091
WP_021494752.1	WP_020453339.1	0.822	270	48	0	1	270	1	270	1.518e-148	461
WP_060562784.1	WP_026579385.1	0.794	428	88	0	1	428	1	428	1.662e-226	695
WP_061862415.1	WP_023857540.1	0.848	651	98	0	1	651	1	646	0.0	1103
WP_061862549.1	WP_023856221.1	0.634	82	29	0	4	85	3	83	1.898e-31	113
WP_061862562.1	WP_023857031.1	0.745	311	79	0	1	311	1	311	5.1950000000000005e-155	482
WP_071181877.1	WP_059231348.1	0.652	276	95	0	1	275	1	276	9.908e-116	367
WP_071543361.1	WP_116523372.1	0.965	172	6	0	1	172	1	172	1.879e-106	334
WP_072177025.1	WP_026580205.1	0.76	284	68	0	1	284	1	284	2.588e-141	441
WP_088056555.1	WP_095292699.1	0.73	300	81	0	1	300	1	300	6.956e-144	450
WP_209387594.1	WP_026580124.1	0.418	231	124	0	1	214	1	231	6.490999999999999e-53	183
WP_209387596.1	WP_020450037.1	0.62	150	57	0	4	153	1	150	3.014e-58	194
WP_209387625.1	WP_249726791.1	0.744	391	100	0	1	390	1	391	1.424e-191	592
WP_209387627.1	WP_081303461.1	0.488	383	195	0	12	392	31	413	5.896e-113	365
WP_209387630.1	WP_020453083.1	0.671	64	20	0	1	63	1	64	7.195e-24	90
WP_209387674.1	WP_463315691.1	0.669	568	187	0	2	569	4	570	8.877e-269	825
WP_209387677.1	WP_023857078.1	0.699	183	55	0	3	185	4	186	2.936e-82	265
WP_209387969.1	WP_020450471.1	0.487	270	137	0	1	268	1	270	1.654e-82	271
WP_209387999.1	WP_033155041.1	0.634	1439	520	0	3	1425	4	1442	0.0	1903
WP_209388001.1	WP_020450565.1	0.788	71	15	0	1	71	1	71	9.566e-32	113
WP_209388005.1	WP_023855962.1	0.784	306	66	0	1	306	1	306	2.62e-160	497
WP_209388039.1	WP_020450669.1	0.636	302	108	0	1	302	1	299	9.304e-127	400
WP_209388041.1	WP_128822909.1	0.539	230	106	0	1	230	1	230	6.848e-81	264
